"","Indicator","dataset","iso3","subset","year","group","question","answer","value","Indicator_Id"
"6110","Country Ratings Statuses-FH-Total","FH","TKM","All",2007,"CL ","Country Ratings Statuses","Total",7,"2-FH-Total"
"6111","Country Ratings Statuses-FH-Total","FH","TUV","All",2007,"CL ","Country Ratings Statuses","Total",1,"2-FH-Total"
"6112","Country Ratings Statuses-FH-Total","FH","UGA","All",2007,"CL ","Country Ratings Statuses","Total",4,"2-FH-Total"
"6113","Country Ratings Statuses-FH-Total","FH","UKR","All",2007,"CL ","Country Ratings Statuses","Total",2,"2-FH-Total"
"6114","Country Ratings Statuses-FH-Total","FH","ARE","All",2007,"CL ","Country Ratings Statuses","Total",5,"2-FH-Total"
"6115","Country Ratings Statuses-FH-Total","FH","GBR","All",2007,"CL ","Country Ratings Statuses","Total",1,"2-FH-Total"
"6116","Country Ratings Statuses-FH-Total","FH","USA","All",2007,"CL ","Country Ratings Statuses","Total",1,"2-FH-Total"
"6117","Country Ratings Statuses-FH-Total","FH","URY","All",2007,"CL ","Country Ratings Statuses","Total",1,"2-FH-Total"
"6118","Country Ratings Statuses-FH-Total","FH","UZB","All",2007,"CL ","Country Ratings Statuses","Total",7,"2-FH-Total"
"6119","Country Ratings Statuses-FH-Total","FH","VUT","All",2007,"CL ","Country Ratings Statuses","Total",2,"2-FH-Total"
"6120","Country Ratings Statuses-FH-Total","FH","VEN","All",2007,"CL ","Country Ratings Statuses","Total",4,"2-FH-Total"
"6121","Country Ratings Statuses-FH-Total","FH","VNM","All",2007,"CL ","Country Ratings Statuses","Total",5,"2-FH-Total"
"6122","Country Ratings Statuses-FH-Total","FH","YEM","All",2007,"CL ","Country Ratings Statuses","Total",5,"2-FH-Total"
"6123","Country Ratings Statuses-FH-Total","FH","ZMB","All",2007,"CL ","Country Ratings Statuses","Total",4,"2-FH-Total"
"6124","Country Ratings Statuses-FH-Total","FH","ZWE","All",2007,"CL ","Country Ratings Statuses","Total",6,"2-FH-Total"
"6125","Country Ratings Statuses-FH-Total","FH","AFG","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6126","Country Ratings Statuses-FH-Total","FH","ALB","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6127","Country Ratings Statuses-FH-Total","FH","DZA","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6128","Country Ratings Statuses-FH-Total","FH","ADO","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6129","Country Ratings Statuses-FH-Total","FH","AGO","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6130","Country Ratings Statuses-FH-Total","FH","ATG","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6131","Country Ratings Statuses-FH-Total","FH","ARG","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6132","Country Ratings Statuses-FH-Total","FH","ARM","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6133","Country Ratings Statuses-FH-Total","FH","AUS","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6134","Country Ratings Statuses-FH-Total","FH","AUT","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6135","Country Ratings Statuses-FH-Total","FH","AZE","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6136","Country Ratings Statuses-FH-Total","FH","BHS","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6137","Country Ratings Statuses-FH-Total","FH","BHR","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6138","Country Ratings Statuses-FH-Total","FH","BGD","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6139","Country Ratings Statuses-FH-Total","FH","BRB","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6140","Country Ratings Statuses-FH-Total","FH","BLR","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6141","Country Ratings Statuses-FH-Total","FH","BEL","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6142","Country Ratings Statuses-FH-Total","FH","BLZ","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6143","Country Ratings Statuses-FH-Total","FH","BEN","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6144","Country Ratings Statuses-FH-Total","FH","BTN","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6145","Country Ratings Statuses-FH-Total","FH","BOL","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6146","Country Ratings Statuses-FH-Total","FH","BIH","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6147","Country Ratings Statuses-FH-Total","FH","BWA","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6148","Country Ratings Statuses-FH-Total","FH","BRA","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6149","Country Ratings Statuses-FH-Total","FH","BRN","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6150","Country Ratings Statuses-FH-Total","FH","BGR","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6151","Country Ratings Statuses-FH-Total","FH","BFA","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6152","Country Ratings Statuses-FH-Total","FH","BDI","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6153","Country Ratings Statuses-FH-Total","FH","KHM","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6154","Country Ratings Statuses-FH-Total","FH","CMR","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6155","Country Ratings Statuses-FH-Total","FH","CAN","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6156","Country Ratings Statuses-FH-Total","FH","CPV","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6157","Country Ratings Statuses-FH-Total","FH","CAF","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6158","Country Ratings Statuses-FH-Total","FH","TCD","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6159","Country Ratings Statuses-FH-Total","FH","CHL","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6160","Country Ratings Statuses-FH-Total","FH","CHN","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6161","Country Ratings Statuses-FH-Total","FH","COL","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6162","Country Ratings Statuses-FH-Total","FH","COM","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6163","Country Ratings Statuses-FH-Total","FH","CRI","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6164","Country Ratings Statuses-FH-Total","FH","CIV","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6165","Country Ratings Statuses-FH-Total","FH","HRV","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6166","Country Ratings Statuses-FH-Total","FH","CUB","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6167","Country Ratings Statuses-FH-Total","FH","CYP","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6168","Country Ratings Statuses-FH-Total","FH","CZE","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6169","Country Ratings Statuses-FH-Total","FH","DNK","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6170","Country Ratings Statuses-FH-Total","FH","DJI","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6171","Country Ratings Statuses-FH-Total","FH","DMA","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6172","Country Ratings Statuses-FH-Total","FH","DOM","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6173","Country Ratings Statuses-FH-Total","FH","ECU","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6174","Country Ratings Statuses-FH-Total","FH","EGY","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6175","Country Ratings Statuses-FH-Total","FH","SLV","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6176","Country Ratings Statuses-FH-Total","FH","GNQ","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6177","Country Ratings Statuses-FH-Total","FH","ERI","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6178","Country Ratings Statuses-FH-Total","FH","EST","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6179","Country Ratings Statuses-FH-Total","FH","ETH","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6180","Country Ratings Statuses-FH-Total","FH","FJI","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6181","Country Ratings Statuses-FH-Total","FH","FIN","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6182","Country Ratings Statuses-FH-Total","FH","FRA","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6183","Country Ratings Statuses-FH-Total","FH","GAB","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6184","Country Ratings Statuses-FH-Total","FH","GEO","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6185","Country Ratings Statuses-FH-Total","FH","DEU","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6186","Country Ratings Statuses-FH-Total","FH","GHA","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6187","Country Ratings Statuses-FH-Total","FH","GRC","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6188","Country Ratings Statuses-FH-Total","FH","GRD","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6189","Country Ratings Statuses-FH-Total","FH","GTM","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6190","Country Ratings Statuses-FH-Total","FH","GIN","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6191","Country Ratings Statuses-FH-Total","FH","GNB","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6192","Country Ratings Statuses-FH-Total","FH","GUY","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6193","Country Ratings Statuses-FH-Total","FH","HTI","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6194","Country Ratings Statuses-FH-Total","FH","HND","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6195","Country Ratings Statuses-FH-Total","FH","HUN","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6196","Country Ratings Statuses-FH-Total","FH","ISL","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6197","Country Ratings Statuses-FH-Total","FH","IND","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6198","Country Ratings Statuses-FH-Total","FH","IDN","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6199","Country Ratings Statuses-FH-Total","FH","IRN","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6200","Country Ratings Statuses-FH-Total","FH","IRQ","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6201","Country Ratings Statuses-FH-Total","FH","IRL","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6202","Country Ratings Statuses-FH-Total","FH","ISR","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6203","Country Ratings Statuses-FH-Total","FH","ITA","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6204","Country Ratings Statuses-FH-Total","FH","JAM","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6205","Country Ratings Statuses-FH-Total","FH","JPN","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6206","Country Ratings Statuses-FH-Total","FH","JOR","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6207","Country Ratings Statuses-FH-Total","FH","KAZ","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6208","Country Ratings Statuses-FH-Total","FH","KEN","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6209","Country Ratings Statuses-FH-Total","FH","KIR","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6210","Country Ratings Statuses-FH-Total","FH","KWT","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6211","Country Ratings Statuses-FH-Total","FH","KGZ","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6212","Country Ratings Statuses-FH-Total","FH","LAO","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6213","Country Ratings Statuses-FH-Total","FH","LVA","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6214","Country Ratings Statuses-FH-Total","FH","LBN","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6215","Country Ratings Statuses-FH-Total","FH","LSO","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6216","Country Ratings Statuses-FH-Total","FH","LBR","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6217","Country Ratings Statuses-FH-Total","FH","LBY","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6218","Country Ratings Statuses-FH-Total","FH","LIE","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6219","Country Ratings Statuses-FH-Total","FH","LTU","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6220","Country Ratings Statuses-FH-Total","FH","LUX","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6221","Country Ratings Statuses-FH-Total","FH","MKD","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6222","Country Ratings Statuses-FH-Total","FH","MDG","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6223","Country Ratings Statuses-FH-Total","FH","MWI","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6224","Country Ratings Statuses-FH-Total","FH","MYS","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6225","Country Ratings Statuses-FH-Total","FH","MDV","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6226","Country Ratings Statuses-FH-Total","FH","MLI","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6227","Country Ratings Statuses-FH-Total","FH","MLT","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6228","Country Ratings Statuses-FH-Total","FH","MHL","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6229","Country Ratings Statuses-FH-Total","FH","MRT","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6230","Country Ratings Statuses-FH-Total","FH","MUS","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6231","Country Ratings Statuses-FH-Total","FH","MEX","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6232","Country Ratings Statuses-FH-Total","FH","FSM","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6233","Country Ratings Statuses-FH-Total","FH","MDA","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6234","Country Ratings Statuses-FH-Total","FH","MCO","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6235","Country Ratings Statuses-FH-Total","FH","MNG","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6236","Country Ratings Statuses-FH-Total","FH","MNE","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6237","Country Ratings Statuses-FH-Total","FH","MAR","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6238","Country Ratings Statuses-FH-Total","FH","MOZ","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6239","Country Ratings Statuses-FH-Total","FH","MMR","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6240","Country Ratings Statuses-FH-Total","FH","NAM","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6241","Country Ratings Statuses-FH-Total","FH","NRU","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6242","Country Ratings Statuses-FH-Total","FH","NPL","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6243","Country Ratings Statuses-FH-Total","FH","NLD","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6244","Country Ratings Statuses-FH-Total","FH","NZL","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6245","Country Ratings Statuses-FH-Total","FH","NIC","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6246","Country Ratings Statuses-FH-Total","FH","NER","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6247","Country Ratings Statuses-FH-Total","FH","NGA","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6248","Country Ratings Statuses-FH-Total","FH","PRK","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6249","Country Ratings Statuses-FH-Total","FH","NOR","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6250","Country Ratings Statuses-FH-Total","FH","OMN","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6251","Country Ratings Statuses-FH-Total","FH","PAK","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6252","Country Ratings Statuses-FH-Total","FH","PLW","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6253","Country Ratings Statuses-FH-Total","FH","PAN","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6254","Country Ratings Statuses-FH-Total","FH","PNG","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6255","Country Ratings Statuses-FH-Total","FH","PRY","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6256","Country Ratings Statuses-FH-Total","FH","PER","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6257","Country Ratings Statuses-FH-Total","FH","PHL","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6258","Country Ratings Statuses-FH-Total","FH","POL","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6259","Country Ratings Statuses-FH-Total","FH","PRT","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6260","Country Ratings Statuses-FH-Total","FH","QAT","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6261","Country Ratings Statuses-FH-Total","FH","ROM","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6262","Country Ratings Statuses-FH-Total","FH","RUS","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6263","Country Ratings Statuses-FH-Total","FH","RWA","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6264","Country Ratings Statuses-FH-Total","FH","WSM","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6265","Country Ratings Statuses-FH-Total","FH","SMR","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6266","Country Ratings Statuses-FH-Total","FH","STP","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6267","Country Ratings Statuses-FH-Total","FH","SAU","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6268","Country Ratings Statuses-FH-Total","FH","SEN","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6269","Country Ratings Statuses-FH-Total","FH","SRB","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6270","Country Ratings Statuses-FH-Total","FH","SYC","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6271","Country Ratings Statuses-FH-Total","FH","SLE","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6272","Country Ratings Statuses-FH-Total","FH","SGP","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6273","Country Ratings Statuses-FH-Total","FH","SVK","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6274","Country Ratings Statuses-FH-Total","FH","SVN","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6275","Country Ratings Statuses-FH-Total","FH","SLB","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6276","Country Ratings Statuses-FH-Total","FH","SOM","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6277","Country Ratings Statuses-FH-Total","FH","ZAF","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6278","Country Ratings Statuses-FH-Total","FH","KOR","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6279","Country Ratings Statuses-FH-Total","FH","ESP","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6280","Country Ratings Statuses-FH-Total","FH","LKA","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6281","Country Ratings Statuses-FH-Total","FH","KNA","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6282","Country Ratings Statuses-FH-Total","FH","LCA","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6283","Country Ratings Statuses-FH-Total","FH","VCT","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6284","Country Ratings Statuses-FH-Total","FH","SDN","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6285","Country Ratings Statuses-FH-Total","FH","SUR","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6286","Country Ratings Statuses-FH-Total","FH","SWZ","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6287","Country Ratings Statuses-FH-Total","FH","SWE","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6288","Country Ratings Statuses-FH-Total","FH","CHE","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6289","Country Ratings Statuses-FH-Total","FH","SYR","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6290","Country Ratings Statuses-FH-Total","FH","TWN","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6291","Country Ratings Statuses-FH-Total","FH","TJK","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6292","Country Ratings Statuses-FH-Total","FH","TZA","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6293","Country Ratings Statuses-FH-Total","FH","THA","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6294","Country Ratings Statuses-FH-Total","FH","TMP","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6295","Country Ratings Statuses-FH-Total","FH","TGO","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6296","Country Ratings Statuses-FH-Total","FH","TON","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6297","Country Ratings Statuses-FH-Total","FH","TTO","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6298","Country Ratings Statuses-FH-Total","FH","TUN","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6299","Country Ratings Statuses-FH-Total","FH","TUR","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6300","Country Ratings Statuses-FH-Total","FH","TKM","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6301","Country Ratings Statuses-FH-Total","FH","TUV","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6302","Country Ratings Statuses-FH-Total","FH","UGA","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6303","Country Ratings Statuses-FH-Total","FH","UKR","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6304","Country Ratings Statuses-FH-Total","FH","ARE","All",2007,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"6305","Country Ratings Statuses-FH-Total","FH","GBR","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6306","Country Ratings Statuses-FH-Total","FH","USA","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6307","Country Ratings Statuses-FH-Total","FH","URY","All",2007,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"6308","Country Ratings Statuses-FH-Total","FH","UZB","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6309","Country Ratings Statuses-FH-Total","FH","VUT","All",2007,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"6310","Country Ratings Statuses-FH-Total","FH","VEN","All",2007,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"6311","Country Ratings Statuses-FH-Total","FH","VNM","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6312","Country Ratings Statuses-FH-Total","FH","YEM","All",2007,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"6313","Country Ratings Statuses-FH-Total","FH","ZMB","All",2007,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"6314","Country Ratings Statuses-FH-Total","FH","ZWE","All",2007,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"6315","Country Ratings Statuses-FH-Total","FH","AFG","All",2006,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"6316","Country Ratings Statuses-FH-Total","FH","ALB","All",2006,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"6317","Country Ratings Statuses-FH-Total","FH","DZA","All",2006,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"6318","Country Ratings Statuses-FH-Total","FH","ADO","All",2006,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"6319","Country Ratings Statuses-FH-Total","FH","AGO","All",2006,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"6320","Country Ratings Statuses-FH-Total","FH","ATG","All",2006,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"6321","Country Ratings Statuses-FH-Total","FH","ARG","All",2006,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"6322","Country Ratings Statuses-FH-Total","FH","ARM","All",2006,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"6323","Country Ratings Statuses-FH-Total","FH","AUS","All",2006,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"6324","Country Ratings Statuses-FH-Total","FH","AUT","All",2006,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"6325","Country Ratings Statuses-FH-Total","FH","AZE","All",2006,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"6326","Country Ratings Statuses-FH-Total","FH","BHS","All",2006,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"6327","Country Ratings Statuses-FH-Total","FH","BHR","All",2006,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"6328","Country Ratings Statuses-FH-Total","FH","BGD","All",2006,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"6329","Country Ratings Statuses-FH-Total","FH","BRB","All",2006,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"6330","Country Ratings Statuses-FH-Total","FH","BLR","All",2006,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
