"","Indicator","dataset","iso3","subset","year","group","question","answer","value","Indicator_Id"
"9588","Country Ratings Statuses-FH-Total","FH","GRD","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9589","Country Ratings Statuses-FH-Total","FH","GTM","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9590","Country Ratings Statuses-FH-Total","FH","GIN","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9591","Country Ratings Statuses-FH-Total","FH","GNB","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9592","Country Ratings Statuses-FH-Total","FH","GUY","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9593","Country Ratings Statuses-FH-Total","FH","HTI","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9594","Country Ratings Statuses-FH-Total","FH","HND","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9595","Country Ratings Statuses-FH-Total","FH","HUN","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9596","Country Ratings Statuses-FH-Total","FH","ISL","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9597","Country Ratings Statuses-FH-Total","FH","IND","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9598","Country Ratings Statuses-FH-Total","FH","IDN","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9599","Country Ratings Statuses-FH-Total","FH","IRN","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9600","Country Ratings Statuses-FH-Total","FH","IRQ","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9601","Country Ratings Statuses-FH-Total","FH","IRL","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9602","Country Ratings Statuses-FH-Total","FH","ISR","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9603","Country Ratings Statuses-FH-Total","FH","ITA","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9604","Country Ratings Statuses-FH-Total","FH","JAM","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9605","Country Ratings Statuses-FH-Total","FH","JPN","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9606","Country Ratings Statuses-FH-Total","FH","JOR","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9607","Country Ratings Statuses-FH-Total","FH","KAZ","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9608","Country Ratings Statuses-FH-Total","FH","KEN","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9609","Country Ratings Statuses-FH-Total","FH","KIR","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9610","Country Ratings Statuses-FH-Total","FH","KWT","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9611","Country Ratings Statuses-FH-Total","FH","KGZ","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9612","Country Ratings Statuses-FH-Total","FH","LAO","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9613","Country Ratings Statuses-FH-Total","FH","LVA","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9614","Country Ratings Statuses-FH-Total","FH","LBN","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9615","Country Ratings Statuses-FH-Total","FH","LSO","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9616","Country Ratings Statuses-FH-Total","FH","LBR","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9617","Country Ratings Statuses-FH-Total","FH","LBY","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9618","Country Ratings Statuses-FH-Total","FH","LIE","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9619","Country Ratings Statuses-FH-Total","FH","LTU","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9620","Country Ratings Statuses-FH-Total","FH","LUX","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9621","Country Ratings Statuses-FH-Total","FH","MKD","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9622","Country Ratings Statuses-FH-Total","FH","MDG","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9623","Country Ratings Statuses-FH-Total","FH","MWI","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9624","Country Ratings Statuses-FH-Total","FH","MYS","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9625","Country Ratings Statuses-FH-Total","FH","MDV","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9626","Country Ratings Statuses-FH-Total","FH","MLI","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9627","Country Ratings Statuses-FH-Total","FH","MLT","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9628","Country Ratings Statuses-FH-Total","FH","MHL","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9629","Country Ratings Statuses-FH-Total","FH","MRT","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9630","Country Ratings Statuses-FH-Total","FH","MUS","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9631","Country Ratings Statuses-FH-Total","FH","MEX","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9632","Country Ratings Statuses-FH-Total","FH","FSM","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9633","Country Ratings Statuses-FH-Total","FH","MDA","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9634","Country Ratings Statuses-FH-Total","FH","MCO","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9635","Country Ratings Statuses-FH-Total","FH","MNG","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9636","Country Ratings Statuses-FH-Total","FH","MAR","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9637","Country Ratings Statuses-FH-Total","FH","MOZ","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9638","Country Ratings Statuses-FH-Total","FH","MMR","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9639","Country Ratings Statuses-FH-Total","FH","NAM","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9640","Country Ratings Statuses-FH-Total","FH","NRU","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9641","Country Ratings Statuses-FH-Total","FH","NPL","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9642","Country Ratings Statuses-FH-Total","FH","NLD","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9643","Country Ratings Statuses-FH-Total","FH","NZL","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9644","Country Ratings Statuses-FH-Total","FH","NIC","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9645","Country Ratings Statuses-FH-Total","FH","NER","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9646","Country Ratings Statuses-FH-Total","FH","NGA","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9647","Country Ratings Statuses-FH-Total","FH","PRK","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9648","Country Ratings Statuses-FH-Total","FH","NOR","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9649","Country Ratings Statuses-FH-Total","FH","OMN","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9650","Country Ratings Statuses-FH-Total","FH","PAK","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9651","Country Ratings Statuses-FH-Total","FH","PLW","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9652","Country Ratings Statuses-FH-Total","FH","PAN","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9653","Country Ratings Statuses-FH-Total","FH","PNG","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9654","Country Ratings Statuses-FH-Total","FH","PRY","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9655","Country Ratings Statuses-FH-Total","FH","PER","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9656","Country Ratings Statuses-FH-Total","FH","PHL","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9657","Country Ratings Statuses-FH-Total","FH","POL","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9658","Country Ratings Statuses-FH-Total","FH","PRT","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9659","Country Ratings Statuses-FH-Total","FH","QAT","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9660","Country Ratings Statuses-FH-Total","FH","ROM","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9661","Country Ratings Statuses-FH-Total","FH","RUS","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9662","Country Ratings Statuses-FH-Total","FH","RWA","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9663","Country Ratings Statuses-FH-Total","FH","WSM","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9664","Country Ratings Statuses-FH-Total","FH","SMR","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9665","Country Ratings Statuses-FH-Total","FH","STP","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9666","Country Ratings Statuses-FH-Total","FH","SAU","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9667","Country Ratings Statuses-FH-Total","FH","SEN","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9668","Country Ratings Statuses-FH-Total","FH","SYC","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9669","Country Ratings Statuses-FH-Total","FH","SLE","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9670","Country Ratings Statuses-FH-Total","FH","SGP","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9671","Country Ratings Statuses-FH-Total","FH","SVK","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9672","Country Ratings Statuses-FH-Total","FH","SVN","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9673","Country Ratings Statuses-FH-Total","FH","SLB","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9674","Country Ratings Statuses-FH-Total","FH","SOM","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9675","Country Ratings Statuses-FH-Total","FH","ZAF","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9676","Country Ratings Statuses-FH-Total","FH","KOR","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9677","Country Ratings Statuses-FH-Total","FH","ESP","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9678","Country Ratings Statuses-FH-Total","FH","LKA","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9679","Country Ratings Statuses-FH-Total","FH","KNA","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9680","Country Ratings Statuses-FH-Total","FH","LCA","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9681","Country Ratings Statuses-FH-Total","FH","VCT","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9682","Country Ratings Statuses-FH-Total","FH","SDN","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9683","Country Ratings Statuses-FH-Total","FH","SUR","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9684","Country Ratings Statuses-FH-Total","FH","SWZ","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9685","Country Ratings Statuses-FH-Total","FH","SWE","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9686","Country Ratings Statuses-FH-Total","FH","CHE","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9687","Country Ratings Statuses-FH-Total","FH","SYR","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9688","Country Ratings Statuses-FH-Total","FH","TWN","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9689","Country Ratings Statuses-FH-Total","FH","TJK","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9690","Country Ratings Statuses-FH-Total","FH","TZA","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9691","Country Ratings Statuses-FH-Total","FH","THA","All",2001,"PR","Country Ratings Statuses","Total",2,"2-FH-Total"
"9692","Country Ratings Statuses-FH-Total","FH","TMP","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9693","Country Ratings Statuses-FH-Total","FH","TGO","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9694","Country Ratings Statuses-FH-Total","FH","TON","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9695","Country Ratings Statuses-FH-Total","FH","TTO","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9696","Country Ratings Statuses-FH-Total","FH","TUN","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9697","Country Ratings Statuses-FH-Total","FH","TUR","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9698","Country Ratings Statuses-FH-Total","FH","TKM","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9699","Country Ratings Statuses-FH-Total","FH","TUV","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9700","Country Ratings Statuses-FH-Total","FH","UGA","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9701","Country Ratings Statuses-FH-Total","FH","UKR","All",2001,"PR","Country Ratings Statuses","Total",4,"2-FH-Total"
"9702","Country Ratings Statuses-FH-Total","FH","ARE","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9703","Country Ratings Statuses-FH-Total","FH","GBR","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9704","Country Ratings Statuses-FH-Total","FH","USA","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9705","Country Ratings Statuses-FH-Total","FH","URY","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9706","Country Ratings Statuses-FH-Total","FH","UZB","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9707","Country Ratings Statuses-FH-Total","FH","VUT","All",2001,"PR","Country Ratings Statuses","Total",1,"2-FH-Total"
"9708","Country Ratings Statuses-FH-Total","FH","VEN","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9709","Country Ratings Statuses-FH-Total","FH","VNM","All",2001,"PR","Country Ratings Statuses","Total",7,"2-FH-Total"
"9710","Country Ratings Statuses-FH-Total","FH","YEM","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9711","Country Ratings Statuses-FH-Total","FH","SRB","All",2001,"PR","Country Ratings Statuses","Total",3,"2-FH-Total"
"9712","Country Ratings Statuses-FH-Total","FH","ZMB","All",2001,"PR","Country Ratings Statuses","Total",5,"2-FH-Total"
"9713","Country Ratings Statuses-FH-Total","FH","ZWE","All",2001,"PR","Country Ratings Statuses","Total",6,"2-FH-Total"
"9714","Country Ratings Statuses-FH-Total","FH","AFG","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9715","Country Ratings Statuses-FH-Total","FH","ALB","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9716","Country Ratings Statuses-FH-Total","FH","DZA","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9717","Country Ratings Statuses-FH-Total","FH","ADO","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9718","Country Ratings Statuses-FH-Total","FH","AGO","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9719","Country Ratings Statuses-FH-Total","FH","ATG","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9720","Country Ratings Statuses-FH-Total","FH","ARG","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9721","Country Ratings Statuses-FH-Total","FH","ARM","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9722","Country Ratings Statuses-FH-Total","FH","AUS","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9723","Country Ratings Statuses-FH-Total","FH","AUT","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9724","Country Ratings Statuses-FH-Total","FH","AZE","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9725","Country Ratings Statuses-FH-Total","FH","BHS","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9726","Country Ratings Statuses-FH-Total","FH","BHR","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9727","Country Ratings Statuses-FH-Total","FH","BGD","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9728","Country Ratings Statuses-FH-Total","FH","BRB","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9729","Country Ratings Statuses-FH-Total","FH","BLR","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9730","Country Ratings Statuses-FH-Total","FH","BEL","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9731","Country Ratings Statuses-FH-Total","FH","BLZ","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9732","Country Ratings Statuses-FH-Total","FH","BEN","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9733","Country Ratings Statuses-FH-Total","FH","BTN","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9734","Country Ratings Statuses-FH-Total","FH","BOL","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9735","Country Ratings Statuses-FH-Total","FH","BIH","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9736","Country Ratings Statuses-FH-Total","FH","BWA","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9737","Country Ratings Statuses-FH-Total","FH","BRA","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9738","Country Ratings Statuses-FH-Total","FH","BRN","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9739","Country Ratings Statuses-FH-Total","FH","BGR","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9740","Country Ratings Statuses-FH-Total","FH","BFA","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9741","Country Ratings Statuses-FH-Total","FH","BDI","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9742","Country Ratings Statuses-FH-Total","FH","KHM","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9743","Country Ratings Statuses-FH-Total","FH","CMR","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9744","Country Ratings Statuses-FH-Total","FH","CAN","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9745","Country Ratings Statuses-FH-Total","FH","CPV","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9746","Country Ratings Statuses-FH-Total","FH","CAF","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9747","Country Ratings Statuses-FH-Total","FH","TCD","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9748","Country Ratings Statuses-FH-Total","FH","CHL","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9749","Country Ratings Statuses-FH-Total","FH","CHN","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9750","Country Ratings Statuses-FH-Total","FH","COL","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9751","Country Ratings Statuses-FH-Total","FH","COM","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9752","Country Ratings Statuses-FH-Total","FH","CRI","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9753","Country Ratings Statuses-FH-Total","FH","CIV","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9754","Country Ratings Statuses-FH-Total","FH","HRV","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9755","Country Ratings Statuses-FH-Total","FH","CUB","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9756","Country Ratings Statuses-FH-Total","FH","CYP","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9757","Country Ratings Statuses-FH-Total","FH","CZE","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9758","Country Ratings Statuses-FH-Total","FH","DNK","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9759","Country Ratings Statuses-FH-Total","FH","DJI","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9760","Country Ratings Statuses-FH-Total","FH","DMA","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9761","Country Ratings Statuses-FH-Total","FH","DOM","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9762","Country Ratings Statuses-FH-Total","FH","ECU","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9763","Country Ratings Statuses-FH-Total","FH","EGY","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9764","Country Ratings Statuses-FH-Total","FH","SLV","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9765","Country Ratings Statuses-FH-Total","FH","GNQ","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9766","Country Ratings Statuses-FH-Total","FH","ERI","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9767","Country Ratings Statuses-FH-Total","FH","EST","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9768","Country Ratings Statuses-FH-Total","FH","ETH","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9769","Country Ratings Statuses-FH-Total","FH","FJI","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9770","Country Ratings Statuses-FH-Total","FH","FIN","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9771","Country Ratings Statuses-FH-Total","FH","FRA","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9772","Country Ratings Statuses-FH-Total","FH","GAB","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9773","Country Ratings Statuses-FH-Total","FH","GEO","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9774","Country Ratings Statuses-FH-Total","FH","DEU","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9775","Country Ratings Statuses-FH-Total","FH","GHA","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9776","Country Ratings Statuses-FH-Total","FH","GRC","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9777","Country Ratings Statuses-FH-Total","FH","GRD","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9778","Country Ratings Statuses-FH-Total","FH","GTM","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9779","Country Ratings Statuses-FH-Total","FH","GIN","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9780","Country Ratings Statuses-FH-Total","FH","GNB","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9781","Country Ratings Statuses-FH-Total","FH","GUY","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9782","Country Ratings Statuses-FH-Total","FH","HTI","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9783","Country Ratings Statuses-FH-Total","FH","HND","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9784","Country Ratings Statuses-FH-Total","FH","HUN","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9785","Country Ratings Statuses-FH-Total","FH","ISL","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9786","Country Ratings Statuses-FH-Total","FH","IND","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9787","Country Ratings Statuses-FH-Total","FH","IDN","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9788","Country Ratings Statuses-FH-Total","FH","IRN","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9789","Country Ratings Statuses-FH-Total","FH","IRQ","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9790","Country Ratings Statuses-FH-Total","FH","IRL","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9791","Country Ratings Statuses-FH-Total","FH","ISR","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9792","Country Ratings Statuses-FH-Total","FH","ITA","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9793","Country Ratings Statuses-FH-Total","FH","JAM","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9794","Country Ratings Statuses-FH-Total","FH","JPN","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9795","Country Ratings Statuses-FH-Total","FH","JOR","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9796","Country Ratings Statuses-FH-Total","FH","KAZ","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9797","Country Ratings Statuses-FH-Total","FH","KEN","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9798","Country Ratings Statuses-FH-Total","FH","KIR","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9799","Country Ratings Statuses-FH-Total","FH","KWT","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9800","Country Ratings Statuses-FH-Total","FH","KGZ","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9801","Country Ratings Statuses-FH-Total","FH","LAO","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9802","Country Ratings Statuses-FH-Total","FH","LVA","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9803","Country Ratings Statuses-FH-Total","FH","LBN","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9804","Country Ratings Statuses-FH-Total","FH","LSO","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9805","Country Ratings Statuses-FH-Total","FH","LBR","All",2000,"Status","Country Ratings Statuses","Total",2,"2-FH-Total"
"9806","Country Ratings Statuses-FH-Total","FH","LBY","All",2000,"Status","Country Ratings Statuses","Total",3,"2-FH-Total"
"9807","Country Ratings Statuses-FH-Total","FH","LIE","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
"9808","Country Ratings Statuses-FH-Total","FH","LTU","All",2000,"Status","Country Ratings Statuses","Total",1,"2-FH-Total"
